Товар,Категория,Остаток,Цена,Тип дня,Спрос
Кофе молотый,Напитки,21,75.62,будни,13
Творог 5%,Молочные продукты,75,339.45,будни,18
Свинина отбивная,Мясо,34,442.81,выходной,14
Яйца куриные (10 шт),Яйца,4,397.98,будни,16
Хлеб бородинский,Хлебобулочные изделия,31,203.13,будни,16
Перец черный молотый,Специи,47,72.94,выходной,12
Апельсины,Фрукты,89,178.09,выходной,12
Лавровый лист,Специи,45,366.92,праздник,12
Лавровый лист,Специи,43,32.14,выходной,6
Джем клубничный,Сладости,19,227.81,будни,1
Лимонад,Напитки,33,253.27,будни,3
Картофель молодой,Овощи,59,146.85,будни,23
Джем клубничный,Сладости,40,33.95,будни,9
Лосось стейк,Рыба и морепродукты,47,453.45,выходной,28
Сухарики ржаные,Снеки,1,97.67,выходной,38
Мёд цветочный,Сладости,18,159.3,выходной,38
Хлеб бородинский,Хлебобулочные изделия,24,387.48,выходной,26
Сок апельсиновый,Напитки,23,458.06,будни,16
Вино красное,Алкоголь,49,365.65,будни,8
Вино красное,Алкоголь,33,337.94,будни,8
Огурцы грунтовые,Овощи,85,144.26,выходной,40
Энергетик,Напитки,10,158.7,будни,9
"Молоко 2,5%",Молочные продукты,90,20.68,будни,9
Мёд цветочный,Сладости,42,369.35,выходной,6
Кофе молотый,Напитки,41,337.57,праздник,21
Лавровый лист,Специи,20,390.95,будни,18
Бананы,Фрукты,66,65.21,будни,2
Вода минеральная,Напитки,46,41.85,будни,1
Говядина вырезка,Мясо,18,605.21,будни,12
Джем клубничный,Сладости,40,302.5,будни,16
Творог 5%,Молочные продукты,74,311.31,будни,12
Лавровый лист,Специи,30,41.34,будни,10
Рис Басмати,Крупы,40,240.7,праздник,27
Помидоры черри,Овощи,44,100.42,будни,25
Лимонад,Напитки,26,185.7,будни,18
Кофе молотый,Напитки,10,267.38,будни,4
Чай черный,Напитки,18,255.45,выходной,16
Сметана 15%,Молочные продукты,64,214.1,будни,4
Кетчуп томатный,Соусы,3,436.24,будни,16
Апельсины,Фрукты,89,188.49,выходной,16
Огурцы грунтовые,Овощи,44,72.84,будни,11
Шоколад молочный,Кондитерские изделия,13,402.95,будни,13
Рис Басмати,Крупы,17,424.4,выходной,16
"Молоко 2,5%",Молочные продукты,18,161.0,праздник,21
Вода минеральная,Напитки,30,246.48,будни,5
Говядина вырезка,Мясо,24,402.57,выходной,36
Чипсы картофельные,Снеки,12,58.37,будни,19
Пиво светлое,Алкоголь,10,648.03,выходной,16
Энергетик,Напитки,4,233.31,будни,6
Соль йодированная,Бакалея,12,207.78,праздник,33
Мармелад фруктовый,Кондитерские изделия,27,436.56,будни,16
Соль йодированная,Бакалея,25,188.46,будни,4
Курица охлажденная,Мясо,23,396.58,выходной,4
Печенье овсяное,Кондитерские изделия,14,178.4,выходной,26
Сухарики ржаные,Снеки,47,329.59,будни,7
Чай черный,Напитки,8,240.67,будни,17
Хлеб бородинский,Хлебобулочные изделия,49,139.38,будни,13
Зефир ванильный,Кондитерские изделия,27,79.0,будни,10
Мука пшеничная,Бакалея,34,273.66,праздник,39
Мука пшеничная,Бакалея,0,270.89,выходной,20
Перец черный молотый,Специи,47,212.51,будни,7
Мармелад фруктовый,Кондитерские изделия,10,427.02,будни,10
Сахар песок,Бакалея,32,79.95,будни,16
Масло сливочное,Молочные продукты,73,150.82,будни,3
Творог 5%,Молочные продукты,21,280.97,будни,4
Джем клубничный,Сладости,35,171.77,выходной,8
Творог 5%,Молочные продукты,81,372.01,выходной,8
Вино красное,Алкоголь,35,1015.07,выходной,18
Сухарики ржаные,Снеки,3,291.79,выходной,12
Мука пшеничная,Бакалея,2,94.34,будни,10
Свинина отбивная,Мясо,1,342.35,выходной,8
Сухарики ржаные,Снеки,12,391.89,будни,12
Пиво светлое,Алкоголь,37,1370.67,будни,9
Лосось стейк,Рыба и морепродукты,6,558.16,будни,19
Яйца куриные (10 шт),Яйца,6,251.73,будни,19
Вино красное,Алкоголь,41,1000.64,праздник,18
Вода минеральная,Напитки,41,120.54,будни,1
Перец черный молотый,Специи,21,381.06,будни,4
Мёд цветочный,Сладости,41,261.09,праздник,39
Говядина вырезка,Мясо,27,535.94,будни,8
Бананы,Фрукты,93,107.19,будни,14
Сок апельсиновый,Напитки,38,174.2,будни,16
Энергетик,Напитки,44,386.57,праздник,6
Зефир ванильный,Кондитерские изделия,5,491.65,будни,8
Лавровый лист,Специи,22,213.59,будни,13
Лимонад,Напитки,48,288.77,будни,1
"Молоко 2,5%",Молочные продукты,49,189.27,будни,12
"Молоко 2,5%",Молочные продукты,61,153.93,будни,17
Перец черный молотый,Специи,25,245.43,выходной,14
Йогурт греческий,Молочные продукты,11,133.01,выходной,32
